nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2003,36206.0179797053,29463,19588,201136,105.96,116.34,60483.2845425305,220839.5832389581,160.41975402832,123.111968994141,3.51272010803223,-3.62345767021179,3.07866454124451,-3.62345767021179,22816.837890625,6646.162109375
C16-C18,"Manufacture of wood, paper, printing and reproduction",2003,42151.5128379523,43058,20478,231440,91.39,120.12,99607.6973638956,304197.0981507824,107.987319946289,75.3223342895508,-5.40542984008789,0.107164368033409,-5.46340703964233,0.107164368033409,30659.44140625,12398.55859375
C19,Manufacture of coke and refined petroleum products,2003,-956.104408429316,3369,1049,4145,2.51,2.52,29471.2296258098,4161.5139442231075,179.857925415039,201.319702148438,9.0402250289917,-15.6497192382812,8.0119457244873,-15.6497192382812,1053.06494140625,2315.93505859375
C20,Manufacture of chemicals and chemical products,2003,21784.7967204483,25286,10439,53601,32.28,32.71,107328.514483031,54315.0157992565,86.7856140136719,108.004959106445,0.597621858119965,-0.646275699138641,-1.12816882133484,-0.646275699138641,10666.8603515625,14619.1396484375
C20-C21,Chemicals; basic pharmaceutical products,2003,31847.6533107709,36817,13777,71586,40.88,42.31,126237.665280928,74090.1090998043,85.5186996459961,95.8627548217773,-0.520312786102295,-1.1643602848053,-2.42267775535583,-1.1643602848053,14833.134765625,21983.865234375
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2003,12339.7833342384,11531,3338,17985,8.6,9.6,18437.1755911082,20076.279069767443,82.8012084960938,58.7563171386719,-3.43895602226257,-2.57936930656433,-6.2151689529419,-2.57936930656433,4278.0537109375,7252.9462890625
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2003,75563.290968821,80758,38912,243908,138.02,145.46,208544.475250278,257055.91711346182,96.9185180664062,82.4821243286133,10.8458805084229,-1.59215438365936,9.56764316558838,-1.59215438365936,42388.66015625,38369.33984375
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2003,142366.784080912,95296,50726,384928,191.25,217.81,241556.388485325,438385.19048366015,84.190673828125,77.8650894165039,6.66031837463379,1.56583285331726,6.17051887512207,1.56583285331726,62029.1875,33266.8125
C26,"Manufacture of computer, electronic and optical products",2003,14193.7247966237,27889,10665,72864,41.42,43.49,42533.9808882597,76505.440849831,98.4989700317383,28.2316417694092,28.0786781311035,1.55977201461792,26.7416896820068,1.55977201461792,11537.466796875,16351.533203125
C26-C27,"Computer, electronic, optical products; electrical equipment",2003,37366.0395222963,60589,31332,220812,116.88,128.73,101236.591123031,243199.25359342914,81.0389099121094,38.7810478210449,20.3857669830322,-0.11892893910408,18.8725242614746,-0.11892893910408,36539.21875,24049.78125
C27,Manufacture of electrical equipment,2003,23618.680885903,32700,20667,147948,75.46,85.24,59485.1896965947,167122.8136761198,73.8591690063477,54.1619758605957,14.7822036743164,-1.62667608261108,13.1252918243408,-1.62667608261108,25064.6875,7635.3125
C28,Manufacture of machinery and equipment n.e.c.,2003,38502.0386807344,45139,32593,196871,113.15,116.6,125361.393452372,202873.69509500658,87.1761016845703,59.053050994873,-2.52835011482239,1.86335217952728,-3.84442162513733,1.86335217952728,34182.7578125,10956.2421875
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2003,59725.747300175,88101,40525,214165,132.33,133.08,262093.45209332,215378.8120607572,59.7279624938965,62.9615287780762,2.92858600616455,0.288339048624039,1.44519066810608,0.288339048624039,40908.171875,47192.828125
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2003,61934.5490004257,48953,27767,227890,107.71,126.33,68659.0717702205,267285.70884783217,91.2845840454102,59.9190254211426,4.38846254348755,-2.69402813911438,3.51483273506165,-2.69402813911438,35523.21484375,13429.78515625
D,"Electricity, gas, steam and air conditioning supply",2003,213427.012486095,79278,17079,63501,37.38,37.6,732111.113040498,63874.735152487956,103.256278991699,91.2211151123047,13.6844997406006,1.1117103099823,14.8392019271851,1.1117103099823,17210.9921875,62067.0078125
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2003,271703.966710102,105927,31073,151354,87.25,89.25,1014711.30303056,154823.43266475643,99.9154586791992,89.0814743041992,7.87832307815552,0.640100419521332,7.7587628364563,0.640100419521332,31912.1640625,74014.8359375
E,"Water supply; sewerage, waste management and remediation activities",2003,62234.5699814394,26649,13994,87853,49.87,51.65,282237.807104352,90988.71967114498,98.5157470703125,78.8166732788086,-0.829521179199219,-0.0651311799883842,-1.97940576076508,-0.0651311799883842,14573.43359375,12075.56640625
F,Construction,2003,299231.532464481,168378,73822,837319,276.37,419.97,298689.267750561,1272384.3413901655,98.3941268920898,72.5643692016602,1.08821547031403,1.23212146759033,1.60254669189453,1.23212146759033,124170.734375,44207.265625
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2003,274693.290054538,298718,129490,1305680,492.57,677.95,554421.684746976,1797076.0622855637,87.7189865112305,78.6021041870117,11.5984420776367,-0.346480160951614,10.2358446121216,-0.346480160951614,197018.609375,101699.390625
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2003,33708.3120305769,32972,14577,167661,59.41,84.77,52743.9841317158,239229.4726477024,89.8468246459961,53.484619140625,2.22288846969604,-1.7325484752655,1.31911170482635,-1.7325484752655,23244.259765625,9727.740234375
G46,"Wholesale trade, except of motor vehicles and motorcycles",2003,139242.411196633,152455,64502,395822,186.5,216.75,252149.83530534,460023.69168900803,70.6691436767578,85.5920333862305,16.7483825683594,-0.369820326566696,15.8328075408936,-0.369820326566696,79162.1875,73292.8125
G47,"Retail trade, except of motor vehicles and motorcycles",2003,103265.50430765,113291,50411,742197,246.66,376.43,249585.382069153,1132673.3832400877,105.496162414551,78.9067687988281,8.28354549407959,-0.00842010974884033,6.50617551803589,-0.00842010974884033,86911.9375,26379.0625
H,Transportation and storage,2003,324491.493890264,194600,79816,538494,276.46,310.68,1104433.10410664,605148.3611372351,94.7384338378906,68.4618225097656,5.29303789138794,3.9386293888092,6.50402307510376,3.9386293888092,93978.5625,100621.4375
H49,Land transport and transport via pipelines,2003,241578.352196469,127725,53568,413352,201.18,232.4,369490.87651582,477497.78705636744,102.66527557373,69.5980682373047,1.02086102962494,4.19182920455933,1.97429716587067,4.19182920455933,65262.8359375,62462.1640625
H50,Water transport,2003,2333.98211033068,331,166,1419,0.74,0.81,3505.17104280535,1553.22972972973,,,,,,,,
H51,Air transport,2003,423759.23361593,6969,2892,5517,3.44,3.44,13703.6510132285,5517.0,,,,,,,,
H52,Warehousing and support activities for transportation,2003,63403.1583123745,46484,11707,64680,35.05,37.76,698780.408473447,69680.93580599144,66.8117141723633,68.4616088867188,13.183464050293,0.366994589567184,14.4707317352295,0.366994589567184,12987.921875,33496.078125
H53,Postal and courier activities,2003,20041.9377841864,13091,11483,53526,36.05,36.27,16777.172291448,53852.64965325937,96.1664199829102,87.3064346313477,18.3866329193115,11.1811065673828,19.5818061828613,11.1811065673828,11593.681640625,1497.318359375
I,Accommodation and food service activities,2003,167192.201706688,77424,23346,346092,131.93,173.26,141077.807199292,454512.99871143786,89.7446365356445,80.5555648803711,-5.74002838134766,-3.16178393363953,-5.63453197479248,-3.16178393363953,33557.31640625,43866.68359375
J,Information and communication,2003,126798.664828722,117117,42204,170223,81.02,94.61,370948.798762758,198775.5866452728,69.0834045410156,95.4519729614258,6.83164358139038,1.55943381786346,6.15271472930908,1.55943381786346,52181.5234375,64935.4765625
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2003,31029.0617760202,21964,9197,50301,23.83,27.8,49803.6089156984,58680.98195551826,99.4539031982422,78.7870483398438,12.0653648376465,2.38720703125,11.5439748764038,2.38720703125,11300.185546875,10663.814453125
J61,Telecommunications,2003,42409.3514497813,63690,14406,41792,24.93,25.06,291908.661598297,42009.928600080224,98.9665298461914,129.355255126953,5.42388200759888,0.513705492019653,4.7474513053894,0.513705492019653,14507.01171875,49182.98828125
J62-J63,"Computer programming, consultancy, and information service activities",2003,43506.1904178849,31463,18601,78130,32.26,41.75,26303.7003951367,101113.68567885927,58.2750091552734,27.7472553253174,7.42691230773926,2.20536327362061,6.53437614440918,2.20536327362061,26311.146484375,5151.853515625
K,Financial and insurance activities,2003,83237.9589880744,86161,38942,139351,69.81,80.24,204918.837124265,160170.80991261994,83.3843536376953,91.5412750244141,23.4569549560547,0.486939638853073,21.9102764129639,0.486939638853073,45237.1796875,40923.8203125
L,Real estate activities,2003,493023.596414153,204701,11794,148731,47.63,72.14,4667256.13394503,225266.7297921478,76.2826919555664,61.6050758361816,-2.24845790863037,0.0699784681200981,-2.00712156295776,0.0699784681200981,22131.9375,182569.0625
L68A,Imputed rents of owner-occupied dwellings,2003,132285.0,132285,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2003,181164.10854405,123553,53789,417894,149.69,237.98,266912.865847233,664375.8041285323,70.4752502441406,72.0290985107422,-3.05378222465515,-1.2794783115387,-4.06122827529907,-1.2794783115387,92991.921875,30561.078125
M-N,"Professional, scientific and technical activities; administrative and support service activities",2003,239528.669764295,167469,76637,640667,255.29,366.02,340735.416208436,918551.1980101061,72.7696685791016,65.1573486328125,-1.69703364372253,-1.20017433166504,-2.80117845535278,-1.20017433166504,117390.1875,50078.8125
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2003,2349941.42774657,1986106,876938,7088488,3133.51,3885.97,6205572.13721117,8790669.796285953,86.3131408691406,74.9053649902344,5.01126384735107,0.277911841869354,4.4921932220459,0.277911841869354,1174084.0,812022.0
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2003,2275338.65936125,1917230,844535,6726403,2985.75,3700.0,5879305.55386545,8335490.613748639,87.4393997192383,74.7740859985352,5.00171089172363,0.276718705892563,4.42773962020874,0.276718705892563,1127331.0,789899.0
N,Administrative and support service activities,2003,59314.4282309858,43916,22848,222773,105.6,128.04,76119.4793100977,270112.26249999995,76.8182983398438,50.0493202209473,0.785697042942047,-1.13864850997925,-0.514474213123322,-1.13864850997925,28832.83203125,15083.16796875
O,Public administration and defence; compulsory social security,2003,304616.146569587,186316,115306,579724,349.54,349.54,2105982.16500256,579724.0,109.631050109863,91.2170104980469,2.37646484375,8.22517013549805,1.3261091709137,8.22517013549805,115306.0,71010.0
O-Q,"Public administration, defence, education, human health and social work activities",2003,779021.078744175,398786,255743,1459840,849.16,875.24,3334599.7537601,1504675.6342738708,86.9822998046875,86.9957733154297,2.42563772201538,1.51392543315887,0.672007441520691,1.51392543315887,265399.125,133386.875
P,Education,2003,226229.404713781,112358,75953,407211,248.17,255.56,883811.26568406,419336.9188862474,76.2936706542969,91.5599670410156,1.6849536895752,-5.09048414230347,-1.49083626270294,-5.09048414230347,78190.3515625,34167.6484375
Q,Human health and social work activities,2003,249272.079359022,100112,64484,472905,251.45,270.13,334684.317294349,508036.69775303244,76.8914947509766,70.317268371582,4.24583148956299,-1.44075572490692,2.89344453811646,-1.44075572490692,70680.9609375,29431.0390625
Q86,Human health activities,2003,209243.104835893,84167,53406,388870,203.01,219.52,171729.386735281,420495.25836165715,82.9351196289062,59.6497039794922,6.03399848937988,-1.43652272224426,4.92149353027344,-1.43652272224426,58788.53515625,25378.46484375
Q87-Q88,Residential care activities and social work activities without accommodation,2003,40367.8923003616,15945,11078,84035,48.44,50.61,174158.537187066,87799.57369942196,,,,,,,,
R,"Arts, entertainment and recreation",2003,32054.552195019,28895,12787,110654,54.92,63.44,154972.934002982,127820.27967953387,73.7072448730469,72.9078216552734,-0.411269426345825,-2.99863505363464,-2.19563508033752,-2.99863505363464,15314.947265625,13580.052734375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2003,94287.7816996592,63167,22754,274994,98.46,150.44,231110.937824482,420171.61649400776,76.3139877319336,75.7348327636719,0.254811346530914,-2.55322241783142,-1.34454071521759,-2.55322241783142,37681.1171875,25485.8828125
S,Other service activities,2003,69225.6070076702,34272,9967,164340,43.54,87.0,76420.0434415092,328378.0431786863,80.5053405761719,82.3012619018555,0.928061485290527,-2.17382597923279,-0.562459945678711,-2.17382597923279,22234.576171875,12037.423828125
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2003,1877.51128860441,1298,985,7639,4.73,4.73,,7639.0,,,7.23852348327637,,5.61519479751587,,985.0,313.0
TOT,Total - all NACE activities,2003,3532082.65019934,2590891,1145460,8704698,4035.03,4838.07,14344081.0301381,10437081.819183499,86.4549179077148,72.9384918212891,4.15921783447266,0.481208503246307,3.43113613128662,0.481208503246307,1468876.25,1122014.75
TOT_IND,Total industries (A-S),2003,3530272.35987633,2589593,1144475,8697059,4030.3,4833.34,14344081.0301381,10429953.88607796,85.5820007324219,72.8817977905273,4.15998125076294,0.484183937311172,3.43332505226135,0.484183937311172,1467977.25,1121615.75
U,Activities of extraterritorial organisations and bodies,2003,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2004,101898.57680423,74355,35009,363894,151.95,190.19,330739.095359315,455472.1938795657,105.66349029541,83.1766128540039,11.1424016952515,-4.0147385597229,9.39694309234619,-4.0147385597229,48030.6953125,26324.3046875
B,Mining and quarrying,2004,61805.6888560496,32219,18649,72036,45.22,45.35,141183.748632179,72243.09155241043,122.207656860352,82.6737899780273,2.50778913497925,0.6259845495224,6.00289249420166,0.6259845495224,18723.3359375,13495.6640625
C,Manufacturing,2004,596203.907015534,698998,340532,2293380,1185.04,1304.22,1575325.27805189,2524026.2468777425,88.355110168457,74.9056396484375,6.86902475357056,-0.328989684581757,7.72695255279541,-0.328989684581757,395516.0,303482.0
C10-C12,Manufacture of food products; beverages and tobacco products,2004,82648.8265155633,85072,36842,268259,138.74,149.47,177518.73676921,289005.8579357071,100.229759216309,96.43896484375,-6.6711368560791,-3.07858157157898,-6.48879861831665,-3.07858157157898,41473.41796875,43598.58203125
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2004,32514.510732954,26803,18938,182669,91.79,103.32,61582.8126299978,205614.56672840178,155.252822875977,125.593673706055,-1.1233344078064,5.1728777885437,1.1147096157074,5.1728777885437,22866.224609375,3936.775390625
C16-C18,"Manufacture of wood, paper, printing and reproduction",2004,48176.9334686735,49786,22746,241058,96.17,124.83,103281.612615619,312896.64282000624,106.686256408691,78.9962921142578,9.28928661346436,-3.64610290527344,9.51482009887695,-3.64610290527344,33259.36328125,16526.63671875
C19,Manufacture of coke and refined petroleum products,2004,1109.35355670828,5070,1457,5034,3.01,3.02,28409.0347105462,5050.724252491695,125.780738830566,188.203689575195,,-16.57737159729,,-16.57737159729,1460.7724609375,3609.2275390625
C20,Manufacture of chemicals and chemical products,2004,20634.6462964272,28896,11160,55399,33.14,33.46,106847.297764772,55933.9330114665,86.274299621582,107.169555664062,-8.72346305847168,-1.58337843418121,-7.69106578826904,-1.58337843418121,11332.029296875,17563.970703125
C20-C21,Chemicals; basic pharmaceutical products,2004,30051.8598383761,41221,14740,73216,41.69,42.91,127545.503789137,75358.56464379947,84.9632873535156,96.8330764770508,-8.05536079406738,-1.13813972473145,-7.21205854415894,-1.13813972473145,15714.1953125,25506.8046875
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2004,11546.8096588702,12325,3580,17817,8.55,9.45,20293.2269106002,19692.473684210523,82.1457672119141,64.8993301391602,-5.70342636108398,0.0530178025364876,-5.0670919418335,0.0530178025364876,4517.6611328125,7807.3388671875
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2004,84868.5849172215,89336,42704,241433,137.06,143.17,219310.38080797,252195.8456880198,96.3252410888672,87.1644973754883,12.6332502365112,0.210545256733894,13.2001800537109,0.210545256733894,45791.5703125,43544.4296875
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2004,123995.768048309,111293,58007,406661,200.96,228.17,246043.333189646,461722.9317774681,87.4072799682617,80.0160751342773,-19.3082885742188,-1.11815440654755,-18.4627113342285,-1.11815440654755,70356.0390625,40936.9609375
C26,"Manufacture of computer, electronic and optical products",2004,17368.9784452355,30318,12111,72192,40.66,42.66,52970.5595321383,75743.00836202657,100.251419067383,35.1902618408203,21.1151275634766,1.13617920875549,22.1155128479004,1.13617920875549,13068.041015625,17249.958984375
C26-C27,"Computer, electronic, optical products; electrical equipment",2004,48370.6708784147,69832,34542,221079,116.46,127.86,119988.790016315,242719.91190108194,82.4842300415039,46.501163482666,25.6922931671143,0.968018054962158,26.4912662506104,0.968018054962158,39977.3359375,29854.6640625
C27,Manufacture of electrical equipment,2004,32000.7846070316,39514,22431,148887,75.8,85.2,67705.8261786346,167350.55936675463,75.1862716674805,62.0399208068848,29.7395706176758,0.830974519252777,30.4191856384277,0.830974519252777,26907.765625,12606.234375
C28,Manufacture of machinery and equipment n.e.c.,2004,50935.7261316984,54008,35406,199133,113.62,116.78,133261.379445546,204671.28797746872,85.8699951171875,62.9659652709961,26.8429126739502,-1.91137957572937,27.8310832977295,-1.91137957572937,36951.3515625,17056.6484375
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2004,79814.6574118205,113282,44614,223419,136.55,137.24,287214.878853531,224547.95723178322,63.2788314819336,68.0556640625,24.7641773223877,0.66536420583725,25.9163208007812,0.66536420583725,44980.8203125,68301.1796875
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2004,66027.419018941,53295,30536,231419,108.99,127.45,71385.8249202131,270615.20827598864,91.6802597045898,62.4176597595215,4.86250638961792,-0.801628708839417,5.51653289794922,-0.801628708839417,38710.3359375,14584.6640625
D,"Electricity, gas, steam and air conditioning supply",2004,225503.926358956,87077,17739,58125,34.4,34.62,701965.735883564,58496.72965116279,95.3379135131836,86.7508697509766,14.3502445220947,0.183238059282303,13.7615156173706,0.183238059282303,17888.8828125,69188.1171875
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2004,292985.866620358,121385,33841,153892,88.25,90.01,987523.366533022,156961.1209065156,95.9046859741211,86.4179000854492,5.87816619873047,-1.69076776504517,6.69318962097168,-1.69076776504517,34693.625,86691.375
E,"Water supply; sewerage, waste management and remediation activities",2004,71134.5642100883,34308,16102,95767,53.85,55.39,285416.599669561,98505.74057567318,96.7657089233398,81.9300003051758,4.7409520149231,-5.3803539276123,6.3753833770752,-5.3803539276123,16675.75390625,17632.24609375
F,Construction,2004,310811.386516308,180334,80990,837152,283.35,422.34,307816.461747025,1247795.2203282157,98.9608535766602,74.9412994384766,3.81680917739868,0.438121318817139,3.23412275314331,0.438121318817139,132913.3125,47420.6875
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2004,292919.245667795,305136,141534,1257638,478.8,647.52,574765.793723552,1700805.676190476,89.780876159668,81.1041412353516,10.1730403900146,4.08224773406982,11.0165643692017,4.08224773406982,209023.46875,96112.53125
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2004,36477.8078843568,33737,15645,166822,58.8,83.52,54366.8949092839,236955.3306122449,94.8796310424805,54.8827590942383,8.39763259887695,4.265953540802,9.38152122497559,4.265953540802,24577.234375,9159.765625
G46,"Wholesale trade, except of motor vehicles and motorcycles",2004,149211.457264071,156599,71782,397679,183.05,214.41,258571.050222044,465809.092543021,74.954963684082,87.2030487060547,6.44675636291504,2.94067239761353,8.00026321411133,2.94067239761353,88621.3984375,67977.6015625
G47,"Retail trade, except of motor vehicles and motorcycles",2004,108913.199752921,114800,54107,693137,236.95,349.59,261927.927011163,1022636.6905676303,103.879508972168,83.1721496582031,12.1634883880615,4.07399892807007,12.7218914031982,4.07399892807007,88605.3984375,26194.6015625
H,Transportation and storage,2004,309397.470238184,199786,87769,546068,281.63,314.39,1148133.03101118,609588.177821965,91.8181915283203,71.4998931884766,-6.15997171401978,-2.251948595047,-5.95033693313599,-2.251948595047,102255.0078125,97530.9921875
H49,Land transport and transport via pipelines,2004,224499.0605908,132193,59865,421482,206.86,236.72,382313.874554612,482322.43565696606,98.3430328369141,72.6846389770508,-9.2799882888794,-3.295893907547,-9.17403221130371,-3.295893907547,71899.0,60294.0
H50,Water transport,2004,3046.16396272765,319,181,1363,0.68,0.77,3221.00181897791,1543.3970588235293,,,,,,,,
H51,Air transport,2004,433062.600346197,7633,3464,6318,3.91,3.91,13902.6856773605,6318.0,,,,,,,,
H52,Warehousing and support activities for transportation,2004,62426.5499879691,46187,11789,60551,32.55,35.13,729383.316170968,65350.4341013825,67.9692993164062,71.1492767333984,5.04430389404297,2.34082412719727,5.66718673706055,2.34082412719727,13101.9921875,33085.0078125
H53,Postal and courier activities,2004,20715.5649039666,13454,12470,56354,37.63,37.86,17307.2607695568,56698.443794844534,95.1984024047852,90.4553375244141,-1.84273266792297,-5.61073637008667,-0.984581172466278,-5.61073637008667,12592.4521484375,861.5478515625
I,Accommodation and food service activities,2004,168807.46011334,80935,25158,365775,133.77,179.69,146649.247475825,491336.6954474097,98.5370407104492,83.622314453125,-4.56990385055542,1.68968939781189,-2.68250703811646,1.68968939781189,36613.30078125,44321.69921875
J,Information and communication,2004,131828.733877573,124185,46762,178062,83.56,97.0,367086.553230747,206701.93872666347,72.5909881591797,94.0636901855469,-0.611936330795288,0.204745754599571,1.39552986621857,0.204745754599571,57580.84375,66604.15625
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2004,33706.1730519972,24624,10151,52336,24.73,28.4,54431.8486659009,60102.80630812778,102.260131835938,87.7670364379883,4.3097243309021,-0.598631143569946,6.14036321640015,-0.598631143569946,12243.8984375,12380.1015625
J61,Telecommunications,2004,43862.9487839762,65674,15659,43887,25.68,25.89,278467.737111731,44245.88901869159,98.5762634277344,121.160125732422,-1.52121329307556,-1.23984110355377,0.111723691225052,-1.23984110355377,15846.3984375,49827.6015625
J62-J63,"Computer programming, consultancy, and information service activities",2004,44291.6055454111,33887,20952,81839,33.15,42.71,31553.6134307816,105440.23197586728,62.1422233581543,35.3056983947754,-2.84878659248352,1.52896678447723,-0.484170198440552,1.52896678447723,29641.314453125,4245.685546875
K,Financial and insurance activities,2004,87888.6424129254,91173,40767,137597,68.69,80.29,204095.81154645,160833.6457999709,80.5279541015625,91.9008026123047,6.70339107513428,-1.16953063011169,5.37441682815552,-1.16953063011169,48239.35546875,42933.64453125
L,Real estate activities,2004,514543.597947905,219719,13035,150689,48.3,72.95,4840232.25356953,227593.4275362319,81.4930267333984,64.3744506835938,2.96444487571716,0.572817921638489,3.15576529502869,0.572817921638489,23744.96875,195974.03125
L68A,Imputed rents of owner-occupied dwellings,2004,141211.0,141211,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2004,183914.86220951,132077,58439,423256,151.2,236.19,269891.309652552,661169.5412698413,73.51611328125,72.9645767211914,0.232026264071465,2.20948028564453,2.26197195053101,2.20948028564453,98480.109375,33596.890625
M-N,"Professional, scientific and technical activities; administrative and support service activities",2004,252007.92051335,183429,84416,658927,263.33,369.08,350471.07728198,923543.7555918429,77.0840072631836,67.4986953735352,2.26844668388367,2.04203677177429,4.2461953163147,2.04203677177429,125421.890625,58007.109375
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2004,2480829.4924126,2159437,960097,7145783,3161.46,3889.18,6361173.33279487,8790633.545241756,87.7335968017578,77.2116928100586,4.61522436141968,0.487129539251328,5.33768701553345,0.487129539251328,1266570.875,892866.125
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2004,2396533.08251025,2085082,925088,6781889,3009.51,3698.99,6031671.38942297,8335622.6070390185,88.8930358886719,77.0955123901367,4.36790943145752,0.484818279743195,5.21672534942627,0.484818279743195,1217874.5,867207.5
N,Administrative and support service activities,2004,68564.9182335822,51352,25977,235671,112.13,132.89,82397.1105523371,279303.65816463035,83.6984100341797,55.1714401245117,8.86449813842773,1.88228225708008,10.774941444397,1.88228225708008,31830.67578125,19521.32421875
O,Public administration and defence; compulsory social security,2004,310457.799952513,191396,118467,573699,344.46,344.46,2119636.68648203,573699.0,107.586486816406,92.6099319458008,2.94427943229675,-0.518551051616669,3.36355638504028,-0.518551051616669,118467.0,72929.0
O-Q,"Public administration, defence, education, human health and social work activities",2004,786813.516500542,416009,267967,1452982,838.14,861.8,3330057.88948929,1493998.481876536,87.9821014404297,87.9960327148438,1.46620047092438,1.07448935508728,2.54280686378479,1.07448935508728,277121.875,138887.125
P,Education,2004,227224.05864077,117892,79894,403160,237.95,245.81,858755.337626659,416477.24143727677,76.5970458984375,90.2369003295898,1.43849956989288,0.973867356777191,4.32853603363037,0.973867356777191,82368.359375,35523.640625
Q,Human health and social work activities,2004,249077.864657587,106721,69606,476123,255.74,271.54,342755.014147975,505538.59161648556,80.4637222290039,73.3207778930664,-0.756113231182098,2.72610521316528,-0.598556458950043,2.72610521316528,75280.4609375,31440.5390625
Q86,Human health activities,2004,206055.992780104,89149,57650,390070,205.3,219.6,182029.191330858,417239.99999999994,86.4675445556641,63.9079895019531,-1.84299278259277,2.70805072784424,-1.57131814956665,2.70805072784424,62724.46484375,26424.53515625
Q87-Q88,Residential care activities and social work activities without accommodation,2004,43416.0542526749,17572,11956,86053,50.44,51.94,170170.073298667,88612.07018239492,,,,,,,,
R,"Arts, entertainment and recreation",2004,35912.8575258471,32974,13784,114487,53.8,63.6,159523.672870346,135341.5092936803,81.6516342163086,77.0421905517578,7.96031045913696,3.57675766944885,11.1137275695801,3.57675766944885,17055.072265625,15918.927734375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2004,95535.6577346287,67502,24670,281362,97.87,149.1,236544.612224012,428640.79084499844,83.3106918334961,78.7539901733398,-0.9744873046875,3.90655612945557,2.20950555801392,3.90655612945557,41087.0234375,26414.9765625
S,Other service activities,2004,63889.0624898637,34528,10886,166875,44.07,85.5,77260.0238012215,323753.40367597004,87.0160751342773,83.3890380859375,-9.55302333831787,4.17657518386841,-6.28309154510498,4.17657518386841,23774.390625,10753.609375
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2004,1896.31533078612,1348,1005,8174,4.98,4.98,,8174.0,,,-5.77260971069336,,-4.1539101600647,,1005.0,343.0
TOT,Total - all NACE activities,2004,3700528.22828758,2796513,1242104,8757628,4052.89,4828.92,14672012.5643962,10434501.060171878,87.7946548461914,75.0732650756836,4.05256795883179,0.526152431964874,4.84809303283691,0.526152431964874,1573634.625,1222878.375
TOT_IND,Total industries (A-S),2004,3698698.27052933,2795165,1241099,8749454,4047.91,4823.94,14672012.5643962,10426823.009592604,86.9082489013672,75.0230407714844,4.05995416641235,0.529280185699463,4.85526323318481,0.529280185699463,1572753.625,1222411.375
U,Activities of extraterritorial organisations and bodies,2004,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2005,111302.490919361,75019,34231,349631,146.85,181.27,327876.087537166,431580.60177051416,100.653968811035,82.3228149414062,12.8257970809937,-0.541781008243561,13.6309604644775,-0.541781008243561,46209.16015625,28809.83984375
B,Mining and quarrying,2005,56140.9506831729,36749,18503,72653,44.31,44.47,141050.755162782,72915.34439178514,124.591682434082,81.2351989746094,-10.465859413147,0.586557626724243,-7.6534538269043,0.586557626724243,18593.08203125,18155.91796875
C,Manufacturing,2005,684439.778901934,741558,365602,2365505,1230.2,1343.97,1641039.12936835,2584269.0252397982,91.6244430541992,78.3704299926758,10.7053098678589,0.30322727560997,10.7995166778564,0.30322727560997,417993.8125,323564.1875
