nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
Q87-Q88,Residential care activities and social work activities without accommodation,2017,48644.1692665989,38640,32338,148391,83.08,84.98,142002.222354658,151784.6314395763,113.375709533691,95.7026214599609,-0.559380650520325,-0.81375402212143,2.97009420394897,-0.81375402212143,33292.1796875,5347.8203125
R,"Arts, entertainment and recreation",2017,43941.8551858349,47322,23560,136806,61.64,76.97,195846.504434951,170829.94516547697,107.609237670898,102.676376342773,2.05774927139282,0.70679360628128,2.75066065788269,0.70679360628128,29904.892578125,17417.107421875
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2017,99303.8994289321,94652,39799,332031,104.98,183.51,285264.548564286,580405.8755000952,107.82194519043,102.927299499512,0.559113383293152,-0.417519092559814,2.1998827457428,-0.417519092559814,70416.875,24235.125
S,Other service activities,2017,56597.2979201171,47330,16239,195225,43.34,106.54,89530.1146468717,479909.35625288414,108.193992614746,103.540786743164,-1.26666581630707,-1.08326137065887,1.06293630599976,-1.08326137065887,39687.26953125,7642.73046875
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2017,8761.33516946719,8089,4815,16793,9.97,9.97,,16793.0,,,54.953296661377,,54.2225227355957,,4815.0,3274.0
TOT,Total - all NACE activities,2017,5247639.21086295,4661221,2180460,9407578,4532.87,5298.1,19094058.2916697,10995746.40388981,104.604354858398,103.39136505127,3.61472177505493,0.114730544388294,3.75457096099854,0.114730544388294,2615407.25,2045813.75
TOT_IND,Total industries (A-S),2017,5238777.69419519,4653132,2175645,9390785,4522.9,5288.13,19094058.2916697,10979613.054025073,104.770576477051,103.39769744873,3.55055737495422,0.157113060355186,3.69257402420044,0.157113060355186,2610563.0,2042569.0
U,Activities of extraterritorial organisations and bodies,2017,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2018,101307.699482587,107794,48233,326152,112.8,162.54,424355.95470699,469971.1531914894,102.317840576172,116.473785400391,1.33160018920898,0.612315654754639,2.65397334098816,0.612315654754639,76779.5703125,31014.4296875
B,Mining and quarrying,2018,35506.9893338005,33141,16676,43071,27.22,27.35,168879.789158615,43276.702792064665,78.7668228149414,97.7494506835938,0.828158140182495,-7.72463522480393e-07,0.89713704586029,-7.72463522480393e-07,16774.533203125,16366.466796875
C,Manufacturing,2018,1300347.58558837,1221428,659158,2441019,1317.23,1427.77,2202846.27169154,2645865.7164124716,105.158813476562,109.208457946777,0.897740602493286,0.287092328071594,1.96935558319092,0.287092328071594,730104.75,491323.25
C10-C12,Manufacture of food products; beverages and tobacco products,2018,107483.95337467,99840,51016,227075,119.66,128.53,188868.455782453,243907.31865284973,102.061088562012,105.000762939453,3.78150725364685,0.2752685546875,4.13305044174194,0.2752685546875,56456.67578125,43383.32421875
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2018,30940.4665353039,26742,16783,100696,47.57,57.22,48830.453679112,121123.08429682573,101.277359008789,96.7202911376953,-4.27854108810425,0.374702841043472,-3.28915977478027,0.374702841043472,21099.1796875,5642.8203125
C16-C18,"Manufacture of wood, paper, printing and reproduction",2018,71618.2992079451,67995,32043,185514,77.23,102.89,132515.93767884,247151.82519746214,101.824592590332,104.040565490723,0.790870189666748,0.326125711202621,1.25309336185455,0.326125711202621,45156.6796875,22838.3203125
C19,Manufacture of coke and refined petroleum products,2018,520.169883507781,1031,880,1845,1.14,1.15,13249.7673271058,1861.1842105263158,61.7711639404297,86.0395355224609,-123.961624145508,0.297038614749908,-123.617553710938,0.297038614749908,880.954956054688,150.045043945312
C20,Manufacture of chemicals and chemical products,2018,33935.3140343787,45179,18883,54296,32.36,32.92,113275.660912771,55235.60939431397,106.58659362793,116.371757507324,-0.110203117132187,0.199004843831062,0.607216477394104,0.199004843831062,19288.697265625,25890.302734375
C20-C21,Chemicals; basic pharmaceutical products,2018,52199.6437407826,62723,25564,78000,43.16,45.42,146474.612645319,82084.3373493976,106.520042419434,113.661209106445,-1.85078060626984,0.20879003405571,-0.969152927398682,0.20879003405571,28172.484375,34550.515625
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2018,17871.3654169138,17544,6681,23704,10.8,12.5,33200.0964053977,27435.185185185186,106.367935180664,106.029609680176,-6.2826247215271,0.23674513399601,-5.0837926864624,0.23674513399601,8985.8388671875,8558.1611328125
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2018,158896.499917957,143028,78980,273371,159.32,163.7,267774.619701677,280886.47188049206,106.091888427734,109.279998779297,4.55970239639282,0.275311380624771,6.15066909790039,0.275311380624771,81718.484375,61309.515625
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2018,187773.545069803,179573,107974,439216,223.79,252.59,315234.055944874,495739.6194646767,103.736801147461,107.724624633789,-5.00811529159546,0.339609622955322,-2.88490128517151,0.339609622955322,124981.96875,54591.03125
C26,"Manufacture of computer, electronic and optical products",2018,77410.070909319,77619,26206,84288,49.92,50.79,150606.573192434,85756.96153846153,110.241004943848,120.255897521973,8.22979927062988,0.169298186898232,7.38801193237305,0.169298186898232,26771.359375,50847.640625
C26-C27,"Computer, electronic, optical products; electrical equipment",2018,177048.058442161,169960,83013,281221,160.82,167.59,275410.490188056,293059.4912946151,107.869438171387,118.138931274414,4.45863676071167,0.247883215546608,4.92042446136475,0.247883215546608,87371.296875,82588.703125
C27,Manufacture of electrical equipment,2018,99232.9317683846,92341,56807,196933,110.9,116.8,124766.237899846,207410.04869251576,106.885299682617,116.509140014648,1.87791752815247,0.31283113360405,2.90299105644226,0.31283113360405,60574.34375,31766.65625
C28,Manufacture of machinery and equipment n.e.c.,2018,121161.191466258,104879,75370,244526,141.54,143.39,212800.647478782,247722.07955348308,104.988357543945,103.044502258301,-9.51036548614502,0.343562573194504,-7.68445825576782,0.343562573194504,76582.03125,28296.96875
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2018,295703.500649309,276164,136393,382800,235.96,236.58,484873.743173944,383805.83149686386,111.336151123047,113.235900878906,3.02778244018555,0.234171837568283,3.78784227371216,0.234171837568283,136853.109375,139310.890625
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2018,102663.276569902,89493,51142,226755,107.04,128.71,116904.341905307,272661.0243834081,101.936676025391,105.283531188965,5.30135202407837,0.353735446929932,5.81820678710938,0.353735446929932,63982.16796875,25510.83203125
D,"Electricity, gas, steam and air conditioning supply",2018,149815.93027845,136517,28828,63056,34.17,37.37,738539.465891961,68961.15657009072,115.926277160645,93.0823364257812,-9.90455627441406,1.60857354103427e-07,-8.64243316650391,1.60857354103427e-07,31903.1640625,104613.8359375
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2018,200549.676258459,186983,56365,170221,93.72,99.55,1047878.03256653,180809.86502347418,107.914161682129,94.8744049072266,-4.56050395965576,0.032030250877142,-3.67685961723328,0.032030250877142,60456.5,126526.5
E,"Water supply; sewerage, waste management and remediation activities",2018,50921.0293720125,50466,27537,107165,59.55,62.18,309367.573664037,111897.89588581026,104.575691223145,100.694213867188,2.51672196388245,-1.06795617682565e-07,3.22831201553345,-1.06795617682565e-07,29010.1796875,21455.8203125
F,Construction,2018,323549.806789217,269350,114835,758745,255.38,393.24,386907.685499588,1168333.0088495577,98.3638076782227,105.674819946289,0.164829909801483,-0.458532303571701,0.142616748809814,-0.458532303571701,188012.578125,81337.421875
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2018,555957.550656691,534312,287278,1320892,593.43,702.52,734351.793786195,1563711.0490538059,102.701538085938,107.708961486816,3.59294128417969,0.891603648662567,3.79420924186707,0.891603648662567,350569.28125,183742.71875
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2018,70566.4199702149,63064,34726,181383,72.44,95.17,104639.433527253,238296.79886802874,105.590354919434,130.957778930664,-6.39645481109619,0.999219238758087,-6.22630214691162,0.999219238758087,48086.12890625,14977.87109375
G46,"Wholesale trade, except of motor vehicles and motorcycles",2018,278945.373452065,269996,141460,471042,243.45,258.86,302750.920841759,500858.2136783735,98.9567642211914,102.825317382812,9.39943313598633,0.788947761058807,8.56783580780029,0.788947761058807,152244.828125,117751.171875
G47,"Retail trade, except of motor vehicles and motorcycles",2018,206928.520956463,201252,111092,668467,277.54,348.49,326965.383470475,839353.1196584277,104.716537475586,106.984519958496,0.954659283161163,0.955731809139252,1.84288048744202,0.955731809139252,144545.359375,56706.640625
H,Transportation and storage,2018,309550.368058462,273809,146911,594521,310.22,337.97,1530740.25800018,647702.476855135,107.102027893066,101.812484741211,4.83822107315063,0.156090706586838,5.04022216796875,0.156090706586838,163538.21875,110270.78125
H49,Land transport and transport via pipelines,2018,167304.41699919,141921,79896,381759,182.14,207.84,455129.696490789,435625.2913143736,105.905143737793,100.04655456543,4.8813624382019,0.170925602316856,5.08395671844482,0.170925602316856,93647.296875,48273.703125
H50,Water transport,2018,571.897639508322,311,268,1278,0.65,0.68,1730.12673151967,1336.9846153846154,103.083229064941,106.50830078125,17.8883571624756,0.227006733417511,16.6394882202148,0.227006733417511,281.201965332031,29.7980346679688
H51,Air transport,2018,8122.30285641572,3408,2788,4178,2.36,2.36,6159.09802549481,4178.0,113.52123260498,91.7907257080078,-17.6104621887207,0.196422636508942,-14.825813293457,0.196422636508942,2788.0,620.0
H52,Warehousing and support activities for transportation,2018,118281.153063698,111030,47656,146541,85.58,87.49,1050024.13609213,149811.54580509465,113.290710449219,103.35173034668,6.3106894493103,0.117009796202183,5.63572883605957,0.117009796202183,49029.1015625,62000.8984375
H53,Postal and courier activities,2018,18599.2224228302,17139,16303,60765,39.49,39.6,17542.8617624728,60934.26183844011,100.678451538086,95.3270797729492,-6.0472583770752,0.248653888702393,-4.57841062545776,0.248653888702393,16363.3203125,775.6796875
I,Accommodation and food service activities,2018,112352.182700789,98468,52462,373804,156.1,193.85,171237.003929551,464201.8283151826,107.160255432129,104.564315795898,-4.22250127792358,1.40435612201691,-2.8528881072998,1.40435612201691,66258.6484375,32209.3515625
J,Information and communication,2018,286752.25893338,271844,121742,278723,135.56,156.18,388100.351758098,321119.49055768666,118.764305114746,112.938415527344,4.8719801902771,1.26220333576202,5.29858350753784,1.26220333576202,141122.90625,130721.09375
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2018,59815.4102216981,56220,17140,48559,23.55,27.42,69751.6590973162,56538.75923566879,103.412254333496,117.625198364258,-0.749560654163361,0.855355083942413,0.762684643268585,0.855355083942413,20086.9140625,36133.0859375
J61,Telecommunications,2018,64547.4476527205,65552,20109,40697,22.6,22.91,217716.902547068,41255.233185840705,124.198577880859,100.678672790527,-4.57377290725708,0.73786211013794,-2.90040445327759,0.73786211013794,20382.9609375,45169.0390625
J62-J63,"Computer programming, consultancy, and information service activities",2018,162099.164452377,150072,84493,189467,89.41,105.85,100445.328522786,224304.68571748128,122.267204284668,135.429565429688,10.2607011795044,1.66224932670593,10.1453790664673,1.66224932670593,100771.96875,49300.03125
K,Financial and insurance activities,2018,194045.85303619,199423,71531,163210,79.94,95.32,235221.805384773,194610.67300475354,100.246200561523,120.119918823242,7.56499767303467,1.80565407958966e-07,8.39599800109863,1.80565407958966e-07,85346.0703125,114076.9296875
L,Real estate activities,2018,661578.822204719,545744,27536,177913,60.67,89.68,8182168.38724068,262983.9762650404,108.63451385498,108.461837768555,-1.70040619373322,3.18736042004275e-08,0.858464658260345,3.18736042004275e-08,45807.0,499937.0
L68A,Imputed rents of owner-occupied dwellings,2018,365561.0,365561,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2018,265275.797012676,253256,137060,567432,219.62,321.31,365176.823752802,830168.3631727529,116.276840209961,106.34147644043,2.53556203842163,1.76754987239838,2.03186464309692,1.76754987239838,202697.59375,50558.40625
M-N,"Professional, scientific and technical activities; administrative and support service activities",2018,369634.373828976,347031,191654,835716,358.32,474.74,520555.121070454,1107244.4012056263,113.729103088379,110.663238525391,2.55428624153137,1.23858463764191,2.36173009872437,1.23858463764191,256033.75,90997.25
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2018,3881887.61565209,3642070,1810910,7643671,3547.98,4257.4,8097953.51508164,9172026.030417308,105.66658782959,106.383605957031,2.11162829399109,0.158911928534508,2.67174220085144,0.158911928534508,2239600.75,1402469.25
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2018,3782027.81043394,3534276,1762677,7317519,3435.18,4094.86,7673606.5449809,8722749.856583934,105.936790466309,105.777572631836,2.14548206329346,0.828222453594208,2.67196559906006,0.828222453594208,2158487.25,1375788.75
N,Administrative and support service activities,2018,104727.694264361,93775,54594,268284,138.7,153.43,155382.106763063,296775.87685652496,110.114707946777,121.119338989258,2.22147512435913,1.14776968955994,2.65546822547913,1.14776968955994,60551.3125,33223.6875
O,Public administration and defence; compulsory social security,2018,325211.610982398,297690,204259,546570,326.13,326.13,2129674.33224353,546570.0,108.518051147461,98.3192749023438,-2.76525402069092,0.489124000072479,-0.0680679455399513,0.489124000072479,204259.0,93431.0
O-Q,"Public administration, defence, education, human health and social work activities",2018,849536.215093662,744084,548926,1718422,974.9,1001.28,3204602.51344209,1764921.0997640784,111.571220397949,98.6394958496094,-0.676649451255798,0.0960623398423195,-0.873392641544342,0.0960623398423195,563025.0625,181058.9375
P,Education,2018,255086.854223676,216410,161892,571018,317.34,327.76,675177.659198103,589767.6299237411,117.360443115234,98.4377670288086,0.64716899394989,-0.202569395303726,-0.706035614013672,-0.202569395303726,166376.453125,50033.546875
Q,Human health and social work activities,2018,268743.369956465,229984,182775,600834,331.43,347.39,399320.321365115,629767.140150258,109.576301574707,100.241264343262,-0.143741443753242,0.371913969516754,-1.86110103130341,0.371913969516754,191588.9375,38395.0625
Q86,Human health activities,2018,217333.84780875,185315,144224,453566,243.01,257.05,261035.075701818,479770.95716225676,108.500617980957,102.017181396484,-1.90464460849762,0.366913259029388,-1.87922251224518,0.366913259029388,152056.71875,33258.28125
Q87-Q88,Residential care activities and social work activities without accommodation,2018,51433.90733841,44669,38551,147268,88.42,90.34,138546.284279256,150465.85749830355,113.027442932129,94.6155548095703,6.3362307548523,0.395608127117157,-0.539871335029602,0.395608127117157,39704.09765625,4964.90234375
R,"Arts, entertainment and recreation",2018,47135.2121864707,49403,25752,139768,62.27,77.14,199221.948714417,173144.4278143568,111.550430297852,103.241226196289,4.87330055236816,0.936344742774963,6.79468297958374,0.936344742774963,32364.072265625,17038.927734375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2018,102855.263368066,98487,44065,337597,108.06,186.37,286919.91363825,582250.1655561725,111.617614746094,102.065643310547,1.85134136676788,1.37687826156616,1.96731686592102,1.37687826156616,77627.03125,20859.96875
S,Other service activities,2018,56532.7246243705,49084,18313,197829,45.79,109.23,87745.4271880871,471912.2443765014,113.827667236328,98.898063659668,-1.43918585777283,3.29384160041809,-2.60768246650696,3.29384160041809,45046.78125,4037.21875
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2018,9790.29652575274,9229,5556,18320,10.82,10.82,,18320.0,,,2.40122151374817,,2.92277479171753,,5556.0,3673.0
TOT,Total - all NACE activities,2018,5403605.25352759,4941127,2392928,9558326,4594.37,5359.18,19502215.8016645,11149469.792959644,106.526237487793,106.14860534668,1.33909952640533,0.131742611527443,1.78253555297852,0.131742611527443,2865773.75,2075353.25
TOT_IND,Total industries (A-S),2018,5393681.46795687,4931898,2387372,9540006,4583.55,5348.36,19502215.8016645,11131849.001354843,106.68888092041,106.161178588867,1.33747386932373,0.13570362329483,1.78146767616272,0.13570362329483,2860205.25,2071692.75
U,Activities of extraterritorial organisations and bodies,2018,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2019,105999.315303663,111389,50933,304896,108.35,155.31,435021.781838713,437041.04993077996,94.4298400878906,123.729797363281,11.2663011550903,-0.913560390472412,9.07712268829346,-0.913560390472412,79237.828125,32151.171875
B,Mining and quarrying,2019,29720.4032503432,30099,17171,43189,27.34,27.49,168617.958364451,43425.95501097293,78.9826126098633,98.4766540527344,-18.0631675720215,-1.00634122190968e-06,-18.3001556396484,-1.00634122190968e-06,17288.689453125,12810.310546875
C,Manufacturing,2019,1357781.30378323,1303011,697299,2382514,1302.94,1414.52,2273094.95587375,2586545.5840483825,102.985916137695,113.321563720703,6.747971534729,0.201130568981171,5.25439071655273,0.201130568981171,771921.0625,531089.9375
C10-C12,Manufacture of food products; beverages and tobacco products,2019,112471.665273556,106599,54753,226950,117.5,127.33,190726.69882439,245936.5404255319,102.350257873535,106.548690795898,4.59103918075562,0.191787824034691,5.47399616241455,0.191787824034691,60697.0,45902.0
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2019,29194.5550850843,27334,17297,93257,45.4,53.63,48392.6222627737,110162.39889867842,94.1129684448242,95.9210586547852,1.86642551422119,0.264242708683014,0.671217560768127,0.264242708683014,21173.572265625,6160.427734375
C16-C18,"Manufacture of wood, paper, printing and reproduction",2019,71490.8513926034,72587,33800,173452,75.22,98.23,134983.847548179,226511.4325977134,95.5263442993164,105.402488708496,6.54483222961426,0.21989294886589,4.45676612854004,0.21989294886589,46242.55859375,26344.44140625
C19,Manufacture of coke and refined petroleum products,2019,513.611000398565,1065,893,1736,1.13,1.13,12153.0065432791,1736.0,58.3185882568359,75.2035217285156,4.82063722610474,0.286267191171646,0.485502362251282,0.286267191171646,894.029968261719,170.970031738281
C20,Manufacture of chemicals and chemical products,2019,35490.9048036564,48016,20263,55066,33.01,33.46,116122.621767222,55816.67252347774,108.464134216309,119.866302490234,3.07383680343628,0.14466418325901,2.85499572753906,0.14466418325901,20602.724609375,27413.275390625
C20-C21,Chemicals; basic pharmaceutical products,2019,56234.270159406,68764,27878,79245,44.76,46.74,149593.764659874,82750.47587131368,108.58666229248,116.497261047363,5.8615198135376,0.150439709424973,4.5802903175354,0.150439709424973,30327.71484375,38436.28515625
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2019,20700.1833468482,20748,7615,24179,11.75,13.28,33470.9609056698,27327.414468085106,108.866760253906,107.144119262695,12.7102155685425,0.166815176606178,8.64123249053955,0.166815176606178,9853.53125,10894.46875
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2019,164015.742804818,152493,81894,263303,152.87,157.45,269806.408268128,271191.5833714921,102.530578613281,110.371269226074,6.92337608337402,0.190620720386505,7.06369066238403,0.190620720386505,84880.75,67612.25
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2019,191183.464882206,183188,112399,427231,220.69,251.54,329932.864715878,486953.12764511304,101.247741699219,113.640029907227,4.56632995605469,0.238849475979805,2.21624255180359,0.238849475979805,131409.921875,51778.078125
C26,"Manufacture of computer, electronic and optical products",2019,72370.6722014667,68480,24988,75451,45.04,45.9,149181.633998611,76891.6718472469,99.0171203613281,117.805305480957,4.3440318107605,0.121391952037811,3.39186191558838,0.121391952037811,25570.921875,42909.078125
C26-C27,"Computer, electronic, optical products; electrical equipment",2019,182977.439170878,170871,88316,275544,159.91,167.32,281045.154433054,288312.313676443,106.049713134766,120.20255279541,5.33351612091064,0.179188415408134,3.45540237426758,0.179188415408134,93336.75,77534.25
C27,Manufacture of electrical equipment,2019,110779.891968635,102391,63328,200093,114.87,121.42,131852.441145249,211502.49899886828,108.968070983887,124.142486572266,9.41566562652588,0.222704485058784,7.12828063964844,0.222704485058784,67765.234375,34625.765625
C28,Manufacture of machinery and equipment n.e.c.,2019,130696.603458769,118905,79046,238786,139.91,141.72,214462.746233137,241875.1477378315,102.870971679688,103.984741210938,9.95106983184814,0.237477362155914,8.74717235565186,0.237477362155914,80263.46875,38641.53125
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2019,316721.316201826,302557,145304,371366,235.88,236.52,523407.732708105,372373.6065796168,108.37629699707,125.293640136719,9.89895439147949,0.165190279483795,6.89186382293701,0.165190279483795,145811.671875,156745.328125
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2019,108015.950505016,98648,55719,231644,109.67,132.91,118617.906086713,280731.3216011671,104.487060546875,108.65599822998,2.94928622245789,0.240660086274147,1.87140369415283,0.240660086274147,69953.8359375,28694.1640625
D,"Electricity, gas, steam and air conditioning supply",2019,147751.690917391,141995,31864,65369,35.96,39.11,755556.722359214,71095.1498887653,120.178649902344,94.7154541015625,-4.98992300033569,3.57975920906028e-07,-5.93842506408691,3.57975920906028e-07,35040.59375,106954.40625
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2019,200911.127518194,192020,60719,170829,94.87,100.55,1065230.33254612,181056.77189838723,108.397109985352,96.4670562744141,-0.176478281617165,0.0297580994665623,-0.819440543651581,0.0297580994665623,64918.609375,127101.390625
E,"Water supply; sewerage, waste management and remediation activities",2019,53159.0280869319,50025,28855,105460,58.91,61.44,309669.741202588,109989.17671023596,102.911888122559,103.619682312012,5.90499353408813,4.4000168486491e-07,5.4984278678894,4.4000168486491e-07,30328.880859375,19696.119140625
F,Construction,2019,316699.223725847,289660,124070,756350,260.86,394.24,402108.254509786,1143078.3715402898,98.0533142089844,116.217231750488,-1.82390415668488,-2.85011810774449e-06,-2.39403104782104,-2.85011810774449e-06,198463.1875,91196.8125
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2019,579892.426792274,565692,308193,1300483,586.99,693.85,749938.082392153,1537232.5415254096,100.28547668457,110.920043945312,5.77222013473511,-0.543123364448547,5.45687437057495,-0.543123364448547,375051.71875,190640.28125
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2019,72364.5970108742,67300,36715,179672,72.61,94.63,109777.191512902,234160.05178350088,103.736549377441,142.532745361328,3.46406483650208,-0.62148517370224,3.08530116081238,-0.62148517370224,50268.671875,17031.328125
G46,"Wholesale trade, except of motor vehicles and motorcycles",2019,284581.186620338,279324,149975,459367,238.86,251.29,305235.199650657,483271.9309637444,95.7126541137695,104.054557800293,4.51004219055176,-0.466860353946686,4.96823358535767,-0.466860353946686,159217.484375,120106.515625
G47,"Retail trade, except of motor vehicles and motorcycles",2019,223319.153360449,219068,121503,661444,275.52,347.93,334922.254085405,835279.511178862,102.766624450684,110.597778320312,8.67902088165283,-0.594993054866791,7.78367280960083,-0.594993054866791,159230.765625,59837.234375
H,Transportation and storage,2019,314555.241818619,286999,157121,590247,312.07,337.32,1521750.78257682,638004.6721568878,106.15510559082,102.634643554688,2.32538366317749,-0.0998480245471001,1.79639911651611,-0.0998480245471001,172661.015625,114337.984375
H49,Land transport and transport via pipelines,2019,164950.241642848,147404,85194,375415,182.12,205.18,433672.820622799,422949.9763891939,103.971900939941,98.6952133178711,0.258629113435745,-0.110246941447258,-0.129023656249046,-0.110246941447258,97860.3359375,49543.6640625
H50,Water transport,2019,582.931034482759,420,285,1296,0.64,0.68,1676.26226291694,1377.0,104.361129760742,100.359809875488,0.512261986732483,-0.134849116206169,1.91088616847992,-0.134849116206169,300.292694091797,119.707305908203
H51,Air transport,2019,4013.48533163265,3219,2990,4312,2.5,2.5,5558.44460641399,4312.0,116.967178344727,82.4357833862305,-73.6522827148438,-0.145491063594818,-76.2582778930664,-0.145491063594818,2990.0,229.0
H52,Warehousing and support activities for transportation,2019,127490.741177142,118431,51073,148904,87.29,89.34,1063869.80736318,152401.00080192462,114.92594909668,106.120750427246,5.8982744216919,-0.0737511739134789,5.40544843673706,-0.0737511739134789,52576.8203125,65854.1796875
H53,Postal and courier activities,2019,18053.3674208649,17525,17579,60320,39.52,39.62,16981.8077233501,60472.63157894736,99.7748184204102,95.5029220581055,-2.24373054504395,-0.158634841442108,-3.02924680709839,-0.158634841442108,16648.75,876.25
I,Accommodation and food service activities,2019,116021.645059786,106227,57980,376157,155.55,192.98,175221.214709935,466671.6673738347,106.872627258301,109.339584350586,2.58633303642273,-0.608510494232178,3.66364502906799,-0.608510494232178,72762.640625,33464.359375
J,Information and communication,2019,328498.655394392,322718,133930,288253,141.32,162.04,412755.994631466,330515.9646193037,125.239135742188,123.716110229492,10.2294015884399,0.969841122627258,9.90800857543945,0.969841122627258,154071.609375,168646.390625
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2019,64306.3537746292,65031,18549,49086,23.58,27.64,73930.965333743,57537.618320610694,106.589149475098,126.252006530762,6.160080909729,0.67389190196991,6.44037866592407,0.67389190196991,21795.765625,43235.234375
J61,Telecommunications,2019,69885.373478407,70212,21281,40729,22.92,23.27,214241.925778293,41350.95244328097,126.739227294922,99.3958129882812,7.8669810295105,0.602178931236267,6.38643217086792,0.602178931236267,21612.65625,48599.34375
J62-J63,"Computer programming, consultancy, and information service activities",2019,194432.15387557,187475,94100,198438,94.82,111.13,124501.980381534,232571.34507487874,130.573287963867,171.516494750977,13.561315536499,1.22810912132263,13.319730758667,1.22810912132263,110692.953125,76782.046875
K,Financial and insurance activities,2019,202243.685341541,207964,76549,164284,79.98,96.07,250218.919095543,197333.8819704926,100.905868530273,128.328475952148,3.48199272155762,7.50952381167735e-07,3.3541407585144,7.50952381167735e-07,92282.34375,115681.65625
L,Real estate activities,2019,667140.630738162,602871,29754,179947,61.09,91.15,8538772.45765393,268491.88165002456,109.876487731934,113.291831970215,-0.299596518278122,1.00225740595761e-07,-0.788699090480804,1.00225740595761e-07,49211.75,553659.25
L68A,Imputed rents of owner-occupied dwellings,2019,410204.0,410204,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2019,281073.604648212,274871,144633,567391,215.11,318.54,376027.115937442,840206.076611966,117.640113830566,110.77806854248,5.79188060760498,0.926548600196838,6.65048789978027,0.926548600196838,214299.609375,60571.390625
M-N,"Professional, scientific and technical activities; administrative and support service activities",2019,388277.407002176,377723,204931,837599,355.07,473.36,536133.186146187,1116641.4020897287,114.836990356445,115.176963806152,4.69550895690918,0.544066309928894,5.21167993545532,0.544066309928894,273485.25,104237.75
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2019,4045784.96590457,3902862,1935411,7546305,3531.68,4230.15,8276747.45687768,9038758.351761768,104.354080200195,110.152565002441,5.41740036010742,0.01965307071805,4.77752494812012,0.01965307071805,2380229.75,1522632.25
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2019,3941237.2489827,3791473,1884478,7241409,3423.33,4074.84,7841729.34814427,8619555.5349791,103.975196838379,109.340972900391,5.16899061203003,-0.500935614109039,4.61354207992554,-0.500935614109039,2297328.0,1494145.0
N,Administrative and support service activities,2019,107431.461236518,102852,60298,270208,139.96,154.82,160109.639968693,298896.8459559874,112.172096252441,126.766983032227,1.83435702323914,0.734837412834167,1.64707672595978,0.734837412834167,66583.3046875,36268.6953125
O,Public administration and defence; compulsory social security,2019,330495.794402472,316835,218994,549637,329.04,329.04,2154060.30151286,549637.0,109.126991271973,100.460739135742,1.05221796035767,1.8279147298017e-06,0.72346031665802,1.8279147298017e-06,218994.0,97841.0
O-Q,"Public administration, defence, education, human health and social work activities",2019,875606.268925553,818468,608366,1796155,993.57,1018.37,3226418.38422639,1840987.9196735008,116.263137817383,100.5693359375,-1.40158891677856,-0.231245398521423,1.33018255233765,-0.231245398521423,622236.25,196231.75
P,Education,2019,264220.757617139,245346,186620,615014,326.35,337.97,672069.670261222,636912.1543741381,125.553680419922,100.785385131836,-3.90434384346008,-0.522728145122528,0.450536251068115,-0.522728145122528,191893.03125,53452.96875
